condition,target.adjective,target.noun,target.color,itemid,adjectivetype,Window,Region,totalLooks,Proportion
nocontrast,big,square,red,23,rel,adjective,distractor,41,0.164658634538153
nocontrast,big,square,red,23,rel,adjective,distractor.contrast,65,0.261044176706827
nocontrast,big,square,red,23,rel,adjective,target,77,0.309236947791165
nocontrast,big,square,red,23,rel,noun,competitor,74,0.296
nocontrast,big,square,red,23,rel,noun,distractor.contrast,6,0.024
nocontrast,big,square,red,23,rel,noun,target,170,0.68
nocontrast,big,square,red,23,rel,prior,competitor,35,0.402298850574713
nocontrast,big,square,red,23,rel,prior,distractor,8,0.0919540229885057
nocontrast,big,square,red,23,rel,prior,distractor.contrast,15,0.172413793103448
nocontrast,big,square,red,23,rel,prior,target,29,0.333333333333333
nocontrast,big,triangle,yellow,33,rel,adjective,competitor,95,0.350553505535055
nocontrast,big,triangle,yellow,33,rel,adjective,distractor,11,0.040590405904059
nocontrast,big,triangle,yellow,33,rel,adjective,distractor.contrast,111,0.409594095940959
nocontrast,big,triangle,yellow,33,rel,adjective,target,54,0.199261992619926
nocontrast,big,triangle,yellow,33,rel,noun,competitor,65,0.302325581395349
nocontrast,big,triangle,yellow,33,rel,noun,distractor.contrast,19,0.0883720930232558
nocontrast,big,triangle,yellow,33,rel,noun,target,131,0.609302325581395
nocontrast,big,triangle,yellow,33,rel,prior,competitor,37,0.362745098039216
nocontrast,big,triangle,yellow,33,rel,prior,distractor,11,0.107843137254902
nocontrast,big,triangle,yellow,33,rel,prior,distractor.contrast,30,0.294117647058824
nocontrast,big,triangle,yellow,33,rel,prior,target,24,0.235294117647059
nocontrast,closed,circle,blue,17,max,adjective,competitor,81,0.232758620689655
nocontrast,closed,circle,blue,17,max,adjective,distractor,52,0.149425287356322
nocontrast,closed,circle,blue,17,max,adjective,distractor.contrast,77,0.221264367816092
nocontrast,closed,circle,blue,17,max,adjective,target,138,0.396551724137931
nocontrast,closed,circle,blue,17,max,noun,competitor,29,0.161111111111111
nocontrast,closed,circle,blue,17,max,noun,distractor,25,0.138888888888889
nocontrast,closed,circle,blue,17,max,noun,distractor.contrast,17,0.0944444444444444
nocontrast,closed,circle,blue,17,max,noun,target,109,0.605555555555556
nocontrast,closed,circle,blue,17,max,prior,competitor,9,0.103448275862069
nocontrast,closed,circle,blue,17,max,prior,distractor,19,0.218390804597701
nocontrast,closed,circle,blue,17,max,prior,distractor.contrast,34,0.390804597701149
nocontrast,closed,circle,blue,17,max,prior,target,25,0.28735632183908
nocontrast,closed,circle,green,12,max,adjective,competitor,104,0.338762214983713
nocontrast,closed,circle,green,12,max,adjective,distractor,49,0.159609120521173
nocontrast,closed,circle,green,12,max,adjective,distractor.contrast,15,0.0488599348534202
nocontrast,closed,circle,green,12,max,adjective,target,139,0.452768729641694
nocontrast,closed,circle,green,12,max,noun,competitor,46,0.302631578947368
nocontrast,closed,circle,green,12,max,noun,distractor,13,0.0855263157894737
nocontrast,closed,circle,green,12,max,noun,target,93,0.611842105263158
nocontrast,closed,circle,green,12,max,prior,competitor,30,0.4
nocontrast,closed,circle,green,12,max,prior,distractor,27,0.36
nocontrast,closed,circle,green,12,max,prior,distractor.contrast,18,0.24
nocontrast,empty,cube,transparent,15,max,adjective,competitor,116,0.376623376623377
nocontrast,empty,cube,transparent,15,max,adjective,distractor,12,0.038961038961039
nocontrast,empty,cube,transparent,15,max,adjective,distractor.contrast,33,0.107142857142857
nocontrast,empty,cube,transparent,15,max,adjective,target,147,0.477272727272727
nocontrast,empty,cube,transparent,15,max,noun,competitor,80,0.343347639484979
nocontrast,empty,cube,transparent,15,max,noun,distractor.contrast,2,0.00858369098712446
nocontrast,empty,cube,transparent,15,max,noun,target,151,0.648068669527897
nocontrast,empty,cube,transparent,15,max,prior,competitor,14,0.141414141414141
nocontrast,empty,cube,transparent,15,max,prior,distractor,6,0.0606060606060606
nocontrast,empty,cube,transparent,15,max,prior,distractor.contrast,37,0.373737373737374
nocontrast,empty,cube,transparent,15,max,prior,target,42,0.424242424242424
nocontrast,empty,cylinder,transparent,20,max,adjective,competitor,75,0.342465753424658
nocontrast,empty,cylinder,transparent,20,max,adjective,distractor,46,0.210045662100457
nocontrast,empty,cylinder,transparent,20,max,adjective,distractor.contrast,9,0.0410958904109589
nocontrast,empty,cylinder,transparent,20,max,adjective,target,89,0.406392694063927
nocontrast,empty,cylinder,transparent,20,max,noun,competitor,58,0.26605504587156
nocontrast,empty,cylinder,transparent,20,max,noun,distractor,5,0.0229357798165138
nocontrast,empty,cylinder,transparent,20,max,noun,distractor.contrast,27,0.123853211009174
nocontrast,empty,cylinder,transparent,20,max,noun,target,128,0.587155963302752
nocontrast,empty,cylinder,transparent,20,max,prior,distractor,23,0.273809523809524
nocontrast,empty,cylinder,transparent,20,max,prior,distractor.contrast,13,0.154761904761905
nocontrast,empty,cylinder,transparent,20,max,prior,target,48,0.571428571428571
nocontrast,flat,circle,green,11,max,adjective,competitor,53,0.201520912547529
nocontrast,flat,circle,green,11,max,adjective,distractor,40,0.152091254752852
nocontrast,flat,circle,green,11,max,adjective,distractor.contrast,79,0.300380228136882
nocontrast,flat,circle,green,11,max,adjective,target,91,0.346007604562738
nocontrast,flat,circle,green,11,max,noun,competitor,46,0.247311827956989
nocontrast,flat,circle,green,11,max,noun,distractor,23,0.123655913978495
nocontrast,flat,circle,green,11,max,noun,distractor.contrast,20,0.10752688172043
nocontrast,flat,circle,green,11,max,noun,target,97,0.521505376344086
nocontrast,flat,circle,green,11,max,prior,competitor,13,0.151162790697674
nocontrast,flat,circle,green,11,max,prior,distractor,9,0.104651162790698
nocontrast,flat,circle,green,11,max,prior,distractor.contrast,27,0.313953488372093
nocontrast,flat,circle,green,11,max,prior,target,37,0.430232558139535
nocontrast,flat,triangle,yellow,16,max,adjective,competitor,79,0.309803921568627
nocontrast,flat,triangle,yellow,16,max,adjective,distractor,73,0.286274509803922
nocontrast,flat,triangle,yellow,16,max,adjective,distractor.contrast,55,0.215686274509804
nocontrast,flat,triangle,yellow,16,max,adjective,target,48,0.188235294117647
nocontrast,flat,triangle,yellow,16,max,noun,competitor,52,0.282608695652174
nocontrast,flat,triangle,yellow,16,max,noun,distractor,12,0.0652173913043478
nocontrast,flat,triangle,yellow,16,max,noun,distractor.contrast,32,0.173913043478261
nocontrast,flat,triangle,yellow,16,max,noun,target,88,0.478260869565217
nocontrast,flat,triangle,yellow,16,max,prior,competitor,36,0.336448598130841
nocontrast,flat,triangle,yellow,16,max,prior,distractor,32,0.299065420560748
nocontrast,flat,triangle,yellow,16,max,prior,distractor.contrast,20,0.186915887850467
nocontrast,flat,triangle,yellow,16,max,prior,target,19,0.177570093457944
nocontrast,full,cube,yellow,14,max,adjective,competitor,92,0.310810810810811
nocontrast,full,cube,yellow,14,max,adjective,distractor,30,0.101351351351351
nocontrast,full,cube,yellow,14,max,adjective,distractor.contrast,140,0.472972972972973
nocontrast,full,cube,yellow,14,max,adjective,target,34,0.114864864864865
nocontrast,full,cube,yellow,14,max,noun,competitor,75,0.347222222222222
nocontrast,full,cube,yellow,14,max,noun,distractor,10,0.0462962962962963
nocontrast,full,cube,yellow,14,max,noun,distractor.contrast,18,0.0833333333333333
nocontrast,full,cube,yellow,14,max,noun,target,113,0.523148148148148
nocontrast,full,cube,yellow,14,max,prior,competitor,30,0.315789473684211
nocontrast,full,cube,yellow,14,max,prior,distractor,35,0.368421052631579
nocontrast,full,cube,yellow,14,max,prior,distractor.contrast,24,0.252631578947368
nocontrast,full,cube,yellow,14,max,prior,target,6,0.0631578947368421
nocontrast,full,cylinder,blue,19,max,adjective,competitor,122,0.33983286908078
nocontrast,full,cylinder,blue,19,max,adjective,distractor,112,0.311977715877437
nocontrast,full,cylinder,blue,19,max,adjective,distractor.contrast,81,0.225626740947075
nocontrast,full,cylinder,blue,19,max,adjective,target,44,0.122562674094708
nocontrast,full,cylinder,blue,19,max,noun,competitor,39,0.188405797101449
nocontrast,full,cylinder,blue,19,max,noun,distractor,28,0.135265700483092
nocontrast,full,cylinder,blue,19,max,noun,distractor.contrast,20,0.0966183574879227
nocontrast,full,cylinder,blue,19,max,noun,target,120,0.579710144927536
nocontrast,full,cylinder,blue,19,max,prior,competitor,18,0.185567010309278
nocontrast,full,cylinder,blue,19,max,prior,distractor,28,0.288659793814433
nocontrast,full,cylinder,blue,19,max,prior,distractor.contrast,45,0.463917525773196
nocontrast,full,cylinder,blue,19,max,prior,target,6,0.0618556701030928
nocontrast,long,line,green,31,rel,adjective,competitor,103,0.301169590643275
nocontrast,long,line,green,31,rel,adjective,distractor,77,0.225146198830409
nocontrast,long,line,green,31,rel,adjective,distractor.contrast,65,0.190058479532164
nocontrast,long,line,green,31,rel,adjective,target,97,0.283625730994152
nocontrast,long,line,green,31,rel,noun,competitor,124,0.593301435406699
nocontrast,long,line,green,31,rel,noun,target,85,0.406698564593301
nocontrast,long,line,green,31,rel,prior,competitor,35,0.294117647058824
nocontrast,long,line,green,31,rel,prior,distractor,27,0.226890756302521
nocontrast,long,line,green,31,rel,prior,distractor.contrast,29,0.243697478991597
nocontrast,long,line,green,31,rel,prior,target,28,0.235294117647059
nocontrast,long,line,red,21,rel,adjective,competitor,63,0.193846153846154
nocontrast,long,line,red,21,rel,adjective,distractor,41,0.126153846153846
nocontrast,long,line,red,21,rel,adjective,distractor.contrast,104,0.32
nocontrast,long,line,red,21,rel,adjective,target,117,0.36
nocontrast,long,line,red,21,rel,noun,competitor,56,0.244541484716157
nocontrast,long,line,red,21,rel,noun,distractor,10,0.0436681222707424
nocontrast,long,line,red,21,rel,noun,distractor.contrast,7,0.0305676855895196
nocontrast,long,line,red,21,rel,noun,target,156,0.681222707423581
nocontrast,long,line,red,21,rel,prior,competitor,20,0.222222222222222
nocontrast,long,line,red,21,rel,prior,distractor,26,0.288888888888889
nocontrast,long,line,red,21,rel,prior,distractor.contrast,33,0.366666666666667
nocontrast,long,line,red,21,rel,prior,target,11,0.122222222222222
nocontrast,narrow,oval,red,36,rel,adjective,competitor,112,0.390243902439024
nocontrast,narrow,oval,red,36,rel,adjective,distractor,54,0.18815331010453
nocontrast,narrow,oval,red,36,rel,adjective,distractor.contrast,68,0.236933797909408
nocontrast,narrow,oval,red,36,rel,adjective,target,53,0.184668989547038
nocontrast,narrow,oval,red,36,rel,noun,competitor,61,0.403973509933775
nocontrast,narrow,oval,red,36,rel,noun,distractor,24,0.158940397350993
nocontrast,narrow,oval,red,36,rel,noun,distractor.contrast,23,0.152317880794702
nocontrast,narrow,oval,red,36,rel,noun,target,43,0.28476821192053
nocontrast,narrow,oval,red,36,rel,prior,competitor,25,0.316455696202532
nocontrast,narrow,oval,red,36,rel,prior,distractor,5,0.0632911392405063
nocontrast,narrow,oval,red,36,rel,prior,distractor.contrast,42,0.531645569620253
nocontrast,narrow,oval,red,36,rel,prior,target,7,0.0886075949367089
nocontrast,narrow,rectangle,red,26,rel,adjective,competitor,48,0.182509505703422
nocontrast,narrow,rectangle,red,26,rel,adjective,distractor,20,0.0760456273764259
nocontrast,narrow,rectangle,red,26,rel,adjective,distractor.contrast,22,0.0836501901140684
nocontrast,narrow,rectangle,red,26,rel,adjective,target,173,0.657794676806084
nocontrast,narrow,rectangle,red,26,rel,noun,competitor,30,0.168539325842697
nocontrast,narrow,rectangle,red,26,rel,noun,distractor.contrast,6,0.0337078651685393
nocontrast,narrow,rectangle,red,26,rel,noun,target,142,0.797752808988764
nocontrast,narrow,rectangle,red,26,rel,prior,distractor,41,0.585714285714286
nocontrast,narrow,rectangle,red,26,rel,prior,distractor.contrast,14,0.2
nocontrast,narrow,rectangle,red,26,rel,prior,target,15,0.214285714285714
nocontrast,short,cylinder,green,38,rel,adjective,competitor,130,0.456140350877193
nocontrast,short,cylinder,green,38,rel,adjective,distractor,68,0.23859649122807
nocontrast,short,cylinder,green,38,rel,adjective,distractor.contrast,73,0.256140350877193
nocontrast,short,cylinder,green,38,rel,adjective,target,14,0.0491228070175439
nocontrast,short,cylinder,green,38,rel,noun,competitor,79,0.456647398843931
nocontrast,short,cylinder,green,38,rel,noun,distractor,28,0.161849710982659
nocontrast,short,cylinder,green,38,rel,noun,distractor.contrast,10,0.0578034682080925
nocontrast,short,cylinder,green,38,rel,noun,target,56,0.323699421965318
nocontrast,short,cylinder,green,38,rel,prior,competitor,26,0.295454545454545
nocontrast,short,cylinder,green,38,rel,prior,distractor,16,0.181818181818182
nocontrast,short,cylinder,green,38,rel,prior,distractor.contrast,34,0.386363636363636
nocontrast,short,cylinder,green,38,rel,prior,target,12,0.136363636363636
nocontrast,short,line,blue,22,rel,adjective,competitor,123,0.371601208459215
nocontrast,short,line,blue,22,rel,adjective,distractor,41,0.123867069486405
nocontrast,short,line,blue,22,rel,adjective,distractor.contrast,50,0.151057401812689
nocontrast,short,line,blue,22,rel,adjective,target,117,0.353474320241692
nocontrast,short,line,blue,22,rel,noun,competitor,32,0.242424242424242
nocontrast,short,line,blue,22,rel,noun,distractor,7,0.053030303030303
nocontrast,short,line,blue,22,rel,noun,distractor.contrast,7,0.053030303030303
nocontrast,short,line,blue,22,rel,noun,target,86,0.651515151515151
nocontrast,short,line,blue,22,rel,prior,competitor,26,0.419354838709677
nocontrast,short,line,blue,22,rel,prior,distractor,13,0.209677419354839
nocontrast,short,line,blue,22,rel,prior,distractor.contrast,16,0.258064516129032
nocontrast,short,line,blue,22,rel,prior,target,7,0.112903225806452
nocontrast,short,line,red,32,rel,adjective,competitor,87,0.228346456692913
nocontrast,short,line,red,32,rel,adjective,distractor,73,0.191601049868766
nocontrast,short,line,red,32,rel,adjective,distractor.contrast,80,0.20997375328084
nocontrast,short,line,red,32,rel,adjective,target,141,0.37007874015748
nocontrast,short,line,red,32,rel,noun,competitor,48,0.355555555555556
nocontrast,short,line,red,32,rel,noun,target,87,0.644444444444444
nocontrast,short,line,red,32,rel,prior,competitor,16,0.172043010752688
nocontrast,short,line,red,32,rel,prior,distractor,23,0.247311827956989
nocontrast,short,line,red,32,rel,prior,distractor.contrast,39,0.419354838709677
nocontrast,short,line,red,32,rel,prior,target,15,0.161290322580645
nocontrast,short,spiral,red,28,rel,adjective,competitor,117,0.354545454545455
nocontrast,short,spiral,red,28,rel,adjective,distractor,47,0.142424242424242
nocontrast,short,spiral,red,28,rel,adjective,distractor.contrast,76,0.23030303030303
nocontrast,short,spiral,red,28,rel,adjective,target,90,0.272727272727273
nocontrast,short,spiral,red,28,rel,noun,competitor,53,0.327160493827161
nocontrast,short,spiral,red,28,rel,noun,distractor.contrast,1,0.00617283950617284
nocontrast,short,spiral,red,28,rel,noun,target,108,0.666666666666667
nocontrast,short,spiral,red,28,rel,prior,competitor,26,0.346666666666667
nocontrast,short,spiral,red,28,rel,prior,distractor,13,0.173333333333333
nocontrast,short,spiral,red,28,rel,prior,distractor.contrast,20,0.266666666666667
nocontrast,short,spiral,red,28,rel,prior,target,16,0.213333333333333
nocontrast,small,square,blue,34,rel,adjective,competitor,31,0.0971786833855799
nocontrast,small,square,blue,34,rel,adjective,distractor,95,0.297805642633229
nocontrast,small,square,blue,34,rel,adjective,distractor.contrast,77,0.241379310344828
nocontrast,small,square,blue,34,rel,adjective,target,116,0.363636363636364
nocontrast,small,square,blue,34,rel,noun,competitor,28,0.201438848920863
nocontrast,small,square,blue,34,rel,noun,distractor,14,0.100719424460432
nocontrast,small,square,blue,34,rel,noun,distractor.contrast,15,0.107913669064748
nocontrast,small,square,blue,34,rel,noun,target,82,0.589928057553957
nocontrast,small,square,blue,34,rel,prior,competitor,32,0.376470588235294
nocontrast,small,square,blue,34,rel,prior,distractor,17,0.2
nocontrast,small,square,blue,34,rel,prior,target,36,0.423529411764706
nocontrast,small,triangle,yellow,24,rel,adjective,competitor,79,0.294776119402985
nocontrast,small,triangle,yellow,24,rel,adjective,distractor,24,0.0895522388059701
nocontrast,small,triangle,yellow,24,rel,adjective,distractor.contrast,62,0.23134328358209
nocontrast,small,triangle,yellow,24,rel,adjective,target,103,0.384328358208955
nocontrast,small,triangle,yellow,24,rel,noun,competitor,64,0.481203007518797
nocontrast,small,triangle,yellow,24,rel,noun,distractor,5,0.037593984962406
nocontrast,small,triangle,yellow,24,rel,noun,distractor.contrast,7,0.0526315789473684
nocontrast,small,triangle,yellow,24,rel,noun,target,57,0.428571428571429
nocontrast,small,triangle,yellow,24,rel,prior,competitor,23,0.291139240506329
nocontrast,small,triangle,yellow,24,rel,prior,distractor,3,0.0379746835443038
nocontrast,small,triangle,yellow,24,rel,prior,distractor.contrast,35,0.443037974683544
nocontrast,small,triangle,yellow,24,rel,prior,target,18,0.227848101265823
nocontrast,straight,line,blue,13,max,adjective,competitor,86,0.281045751633987
nocontrast,straight,line,blue,13,max,adjective,distractor,103,0.336601307189543
nocontrast,straight,line,blue,13,max,adjective,distractor.contrast,57,0.186274509803922
nocontrast,straight,line,blue,13,max,adjective,target,60,0.196078431372549
nocontrast,straight,line,blue,13,max,noun,competitor,87,0.467741935483871
nocontrast,straight,line,blue,13,max,noun,target,99,0.532258064516129
nocontrast,straight,line,blue,13,max,prior,competitor,20,0.350877192982456
nocontrast,straight,line,blue,13,max,prior,distractor,32,0.56140350877193
nocontrast,straight,line,blue,13,max,prior,distractor.contrast,5,0.087719298245614
nocontrast,straight,line,red,18,max,adjective,competitor,85,0.355648535564854
nocontrast,straight,line,red,18,max,adjective,distractor,41,0.171548117154812
nocontrast,straight,line,red,18,max,adjective,distractor.contrast,37,0.154811715481172
nocontrast,straight,line,red,18,max,adjective,target,76,0.317991631799163
nocontrast,straight,line,red,18,max,noun,competitor,61,0.396103896103896
nocontrast,straight,line,red,18,max,noun,distractor,12,0.0779220779220779
nocontrast,straight,line,red,18,max,noun,distractor.contrast,6,0.038961038961039
nocontrast,straight,line,red,18,max,noun,target,75,0.487012987012987
nocontrast,straight,line,red,18,max,prior,competitor,8,0.112676056338028
nocontrast,straight,line,red,18,max,prior,distractor,30,0.422535211267606
nocontrast,straight,line,red,18,max,prior,distractor.contrast,12,0.169014084507042
nocontrast,straight,line,red,18,max,prior,target,21,0.295774647887324
nocontrast,tall,cylinder,yellow,37,rel,adjective,competitor,101,0.30421686746988
nocontrast,tall,cylinder,yellow,37,rel,adjective,distractor,105,0.316265060240964
nocontrast,tall,cylinder,yellow,37,rel,adjective,distractor.contrast,62,0.186746987951807
nocontrast,tall,cylinder,yellow,37,rel,adjective,target,64,0.192771084337349
nocontrast,tall,cylinder,yellow,37,rel,noun,competitor,50,0.303030303030303
nocontrast,tall,cylinder,yellow,37,rel,noun,distractor,15,0.0909090909090909
nocontrast,tall,cylinder,yellow,37,rel,noun,distractor.contrast,32,0.193939393939394
nocontrast,tall,cylinder,yellow,37,rel,noun,target,68,0.412121212121212
nocontrast,tall,cylinder,yellow,37,rel,prior,competitor,36,0.315789473684211
nocontrast,tall,cylinder,yellow,37,rel,prior,distractor,33,0.289473684210526
nocontrast,tall,cylinder,yellow,37,rel,prior,distractor.contrast,37,0.324561403508772
nocontrast,tall,cylinder,yellow,37,rel,prior,target,8,0.0701754385964912
nocontrast,tall,spiral,blue,27,rel,adjective,competitor,176,0.46684350132626
nocontrast,tall,spiral,blue,27,rel,adjective,distractor,75,0.19893899204244
nocontrast,tall,spiral,blue,27,rel,adjective,distractor.contrast,70,0.185676392572944
nocontrast,tall,spiral,blue,27,rel,adjective,target,56,0.148541114058355
nocontrast,tall,spiral,blue,27,rel,noun,competitor,139,0.620535714285714
nocontrast,tall,spiral,blue,27,rel,noun,distractor,5,0.0223214285714286
nocontrast,tall,spiral,blue,27,rel,noun,distractor.contrast,23,0.102678571428571
nocontrast,tall,spiral,blue,27,rel,noun,target,57,0.254464285714286
nocontrast,tall,spiral,blue,27,rel,prior,competitor,35,0.346534653465347
nocontrast,tall,spiral,blue,27,rel,prior,distractor,37,0.366336633663366
nocontrast,tall,spiral,blue,27,rel,prior,distractor.contrast,12,0.118811881188119
nocontrast,tall,spiral,blue,27,rel,prior,target,17,0.168316831683168
nocontrast,thick,line,blue,39,rel,adjective,competitor,52,0.2
nocontrast,thick,line,blue,39,rel,adjective,distractor,8,0.0307692307692308
nocontrast,thick,line,blue,39,rel,adjective,distractor.contrast,105,0.403846153846154
nocontrast,thick,line,blue,39,rel,adjective,target,95,0.365384615384615
nocontrast,thick,line,blue,39,rel,noun,competitor,74,0.299595141700405
nocontrast,thick,line,blue,39,rel,noun,target,173,0.700404858299595
nocontrast,thick,line,blue,39,rel,prior,competitor,23,0.23469387755102
nocontrast,thick,line,blue,39,rel,prior,distractor,19,0.193877551020408
nocontrast,thick,line,blue,39,rel,prior,distractor.contrast,48,0.489795918367347
nocontrast,thick,line,blue,39,rel,prior,target,8,0.0816326530612245
nocontrast,thick,line,yellow,29,rel,adjective,competitor,109,0.367003367003367
nocontrast,thick,line,yellow,29,rel,adjective,distractor,64,0.215488215488215
nocontrast,thick,line,yellow,29,rel,adjective,distractor.contrast,90,0.303030303030303
nocontrast,thick,line,yellow,29,rel,adjective,target,34,0.114478114478114
nocontrast,thick,line,yellow,29,rel,noun,competitor,60,0.231660231660232
nocontrast,thick,line,yellow,29,rel,noun,distractor.contrast,1,0.00386100386100386
nocontrast,thick,line,yellow,29,rel,noun,target,198,0.764478764478765
nocontrast,thick,line,yellow,29,rel,prior,competitor,34,0.25
nocontrast,thick,line,yellow,29,rel,prior,distractor,26,0.191176470588235
nocontrast,thick,line,yellow,29,rel,prior,distractor.contrast,65,0.477941176470588
nocontrast,thick,line,yellow,29,rel,prior,target,11,0.0808823529411765
nocontrast,thin,line,blue,30,rel,adjective,competitor,107,0.356666666666667
nocontrast,thin,line,blue,30,rel,adjective,distractor,56,0.186666666666667
nocontrast,thin,line,blue,30,rel,adjective,distractor.contrast,65,0.216666666666667
nocontrast,thin,line,blue,30,rel,adjective,target,72,0.24
nocontrast,thin,line,blue,30,rel,noun,competitor,100,0.543478260869565
nocontrast,thin,line,blue,30,rel,noun,distractor,15,0.0815217391304348
nocontrast,thin,line,blue,30,rel,noun,target,69,0.375
nocontrast,thin,line,blue,30,rel,prior,competitor,34,0.357894736842105
nocontrast,thin,line,blue,30,rel,prior,distractor,18,0.189473684210526
nocontrast,thin,line,blue,30,rel,prior,distractor.contrast,13,0.136842105263158
nocontrast,thin,line,blue,30,rel,prior,target,30,0.315789473684211
nocontrast,thin,line,red,40,rel,adjective,competitor,78,0.24375
nocontrast,thin,line,red,40,rel,adjective,distractor,68,0.2125
nocontrast,thin,line,red,40,rel,adjective,distractor.contrast,62,0.19375
nocontrast,thin,line,red,40,rel,adjective,target,112,0.35
nocontrast,thin,line,red,40,rel,noun,competitor,69,0.48936170212766
nocontrast,thin,line,red,40,rel,noun,target,72,0.51063829787234
nocontrast,thin,line,red,40,rel,prior,distractor,13,0.116071428571429
nocontrast,thin,line,red,40,rel,prior,distractor.contrast,83,0.741071428571429
nocontrast,thin,line,red,40,rel,prior,target,16,0.142857142857143
nocontrast,wide,oval,green,25,rel,adjective,competitor,117,0.325905292479109
nocontrast,wide,oval,green,25,rel,adjective,distractor,118,0.328690807799443
nocontrast,wide,oval,green,25,rel,adjective,distractor.contrast,65,0.181058495821727
nocontrast,wide,oval,green,25,rel,adjective,target,59,0.164345403899721
nocontrast,wide,oval,green,25,rel,noun,competitor,35,0.411764705882353
nocontrast,wide,oval,green,25,rel,noun,distractor,9,0.105882352941176
nocontrast,wide,oval,green,25,rel,noun,distractor.contrast,3,0.0352941176470588
nocontrast,wide,oval,green,25,rel,noun,target,38,0.447058823529412
nocontrast,wide,oval,green,25,rel,prior,competitor,10,0.140845070422535
nocontrast,wide,oval,green,25,rel,prior,distractor,38,0.535211267605634
nocontrast,wide,oval,green,25,rel,prior,distractor.contrast,10,0.140845070422535
nocontrast,wide,oval,green,25,rel,prior,target,13,0.183098591549296
nocontrast,wide,rectangle,yellow,35,rel,adjective,competitor,72,0.206896551724138
nocontrast,wide,rectangle,yellow,35,rel,adjective,distractor,171,0.491379310344828
nocontrast,wide,rectangle,yellow,35,rel,adjective,distractor.contrast,66,0.189655172413793
nocontrast,wide,rectangle,yellow,35,rel,adjective,target,39,0.112068965517241
nocontrast,wide,rectangle,yellow,35,rel,noun,competitor,5,0.0347222222222222
nocontrast,wide,rectangle,yellow,35,rel,noun,distractor,53,0.368055555555556
nocontrast,wide,rectangle,yellow,35,rel,noun,distractor.contrast,15,0.104166666666667
nocontrast,wide,rectangle,yellow,35,rel,noun,target,71,0.493055555555556
nocontrast,wide,rectangle,yellow,35,rel,prior,competitor,28,0.297872340425532
nocontrast,wide,rectangle,yellow,35,rel,prior,distractor,23,0.24468085106383
nocontrast,wide,rectangle,yellow,35,rel,prior,distractor.contrast,29,0.308510638297872
nocontrast,wide,rectangle,yellow,35,rel,prior,target,14,0.148936170212766
